7,33
16,39
37,15
29,1
58,41
60,51
5,50
54,55
15,2
24,17
36,17
7,52
48,61
29,24
5,17
1,27
27,24
3,24
51,45
9,29
33,30
1,22
49,55
67,57
39,15
67,47
51,40
64,59
59,47
3,10
27,39
21,22
0,9
53,41
39,24
19,2
43,58
31,20
27,15
15,49
8,43
52,61
27,9
35,22
42,7
15,4
19,12
28,25
23,21
10,35
61,53
53,52
3,21
1,45
35,25
19,19
8,5
53,70
69,45
58,67
10,31
57,59
53,61
3,8
35,1
29,38
3,33
59,65
9,55
57,68
69,65
24,23
3,28
5,15
57,49
46,51
47,16
29,9
7,40
59,53
1,25
3,47
55,50
14,41
37,16
3,19
53,65
53,58
23,19
66,61
55,65
53,46
31,13
63,60
55,66
7,11
43,51
5,20
7,22
29,33
20,17
11,39
15,7
3,13
6,9
29,15
40,15
68,69
39,8
39,17
2,35
3,58
3,45
41,22
11,31
67,2
54,31
44,35
43,20
31,51
23,42
35,45
37,17
69,16
61,54
57,17
51,0
45,31
25,59
58,27
11,69
41,27
45,6
25,19
4,63
57,13
47,19
42,35
34,49
29,61
62,53
6,33
64,37
69,30
55,9
22,63
43,45
36,47
51,25
17,42
30,63
64,45
35,48
67,4
37,4
31,39
69,1
19,55
13,17
23,57
58,9
45,34
41,53
65,6
4,69
61,28
55,19
19,51
25,56
68,9
67,53
49,21
49,3
61,25
45,42
2,51
57,37
20,61
63,4
55,2
65,28
40,43
18,39
21,53
35,29
63,5
50,65
51,17
27,38
57,31
13,7
47,31
29,63
44,15
27,37
64,15
61,33
47,35
56,37
25,50
59,33
31,34
29,57
63,45
69,24
17,66
43,44
25,53
22,45
27,46
21,59
29,67
69,21
52,29
8,55
21,39
31,41
15,15
22,67
59,6
50,29
58,31
34,45
61,39
49,44
67,38
15,70
11,62
32,51
19,38
5,63
57,33
24,59
6,29
29,25
3,67
41,30
66,17
63,14
17,48
35,51
45,38
65,3
5,35
58,11
20,69
63,51
19,43
22,61
29,47
15,67
65,20
46,35
63,23
20,35
58,5
28,43
49,69
67,33
58,25
3,57
21,51
43,69
19,30
51,69
60,33
63,47
64,53
33,67
13,53
27,69
45,47
43,23
61,22
39,61
1,59
43,55
47,47
15,52
55,13
4,61
67,41
44,49
39,50
23,33
31,35
67,24
57,36
64,33
29,21
67,44
55,37
35,53
16,61
53,17
39,39
9,25
43,28
17,37
11,67
62,39
36,5
47,40
61,20
7,61
52,21
23,37
17,65
55,57
49,18
45,68
34,65
49,35
31,69
19,39
35,41
32,61
53,11
21,35
20,55
53,50
61,21
23,63
18,53
48,33
27,47
13,29
53,2
5,33
27,57
29,62
55,32
61,45
52,5
39,31
48,67
49,11
63,41
49,42
15,27
19,49
37,59
1,68
12,67
62,45
51,70
39,54
39,42
9,56
26,45
69,9
23,51
53,49
57,9
49,15
68,21
59,19
21,49
25,65
39,62
13,60
37,41
11,51
17,49
35,40
28,53
26,53
29,32
41,65
35,43
14,67
11,60
23,65
37,58
67,8
41,29
31,45
9,33
17,33
13,58
65,19
50,23
65,10
67,5
2,69
11,56
4,51
41,38
48,13
31,68
33,61
37,39
42,25
29,65
34,55
31,67
61,27
45,1
55,34
48,21
59,3
28,65
56,11
29,42
25,55
61,37
61,47
13,68
52,13
25,39
38,37
7,23
11,55
38,39
15,17
23,3
45,3
21,28
27,41
69,69
11,63
36,1
44,51
53,10
24,65
49,29
63,49
61,4
55,17
47,61
50,63
65,31
50,67
13,55
41,0
49,13
34,43
60,9
51,3
35,57
21,69
29,45
9,34
9,37
0,65
45,4
55,11
69,18
18,59
42,43
23,59
3,25
44,47
47,43
34,59
12,53
33,1
41,61
31,48
68,39
47,67
41,17
16,65
13,51
25,52
55,5
67,39
39,58
59,34
37,61
8,69
33,40
37,57
46,1
15,59
62,67
64,3
55,24
11,47
27,51
7,65
41,1
67,45
49,25
25,60
31,46
51,37
53,5
24,19
6,59
46,7
62,9
67,21
35,38
15,55
66,27
45,43
37,46
31,19
9,69
47,69
29,39
25,37
52,3
65,15
45,30
38,23
60,15
33,69
7,19
21,66
50,11
67,1
51,12
40,7
47,13
39,49
10,53
17,53
33,57
39,28
35,67
41,59
47,44
53,0
51,16
2,65
39,1
67,27
65,13
61,23
43,1
53,33
39,41
27,50
40,35
61,17
39,51
41,36
1,60
53,23
33,38
19,53
42,51
23,34
47,5
58,33
17,68
24,33
39,29
26,41
38,15
25,41
17,30
53,21
21,67
7,32
33,36
37,53
45,67
49,7
23,55
39,3
17,63
44,29
25,9
64,47
31,43
21,63
2,45
60,3
41,24
47,70
58,1
45,45
41,23
9,57
49,33
7,59
48,9
31,40
27,43
65,1
5,61
33,41
67,17
69,11
55,18
37,31
65,9
56,5
53,37
21,61
3,51
52,9
10,67
63,18
23,70
27,49
33,58
17,25
33,35
43,39
15,33
48,25
5,67
69,32
23,39
61,43
19,61
16,37
24,37
21,65
37,23
46,37
51,18
65,65
29,54
25,61
59,7
68,35
45,69
49,36
43,9
66,33
70,37
52,31
52,17
11,53
57,23
7,53
62,7
25,67
18,67
27,55
59,29
39,35
13,19
69,15
15,37
19,54
61,14
13,31
16,25
65,21
23,41
29,59
48,35
52,53
46,67
51,11
63,53
9,65
1,65
36,33
65,25
55,36
20,47
31,54
41,28
46,17
41,19
63,24
43,2
31,44
43,43
53,26
41,54
34,69
31,53
61,35
43,35
3,65
65,46
40,3
67,32
50,41
39,70
29,40
49,17
66,15
57,39
21,42
55,23
27,64
27,59
57,47
39,23
54,19
35,47
36,63
51,46
68,49
18,57
13,28
23,36
59,11
47,39
29,55
19,59
41,43
65,45
63,37
41,46
43,33
15,54
65,37
62,19
53,1
37,47
31,61
67,12
55,35
29,49
63,29
9,9
11,57
63,43
41,45
47,21
40,45
63,3
15,16
37,1
26,11
52,33
37,27
7,63
57,19
21,31
45,29
51,29
32,41
56,9
41,3
37,2
33,49
41,47
64,35
63,21
14,63
50,7
63,17
23,49
21,41
59,30
39,37
13,33
49,4
63,11
34,57
41,16
21,50
31,47
49,19
59,17
69,6
21,43
43,26
63,27
63,15
14,59
67,43
15,53
33,37
1,63
43,21
47,1
51,31
39,65
69,29
24,11
50,49
35,50
61,15
15,31
27,45
1,51
43,53
29,56
65,39
3,55
14,11
31,63
46,29
66,5
47,45
56,7
69,47
48,39
31,57
34,35
8,63
63,35
6,57
57,5
56,17
48,23
61,1
10,61
51,1
59,25
27,29
65,40
46,47
35,59
48,19
37,45
43,47
62,37
21,57
62,33
32,57
45,24
35,17
19,34
58,19
65,7
57,21
47,3
51,13
39,57
13,23
24,57
49,68
49,49
65,57
34,53
49,5
23,11
25,47
60,45
48,47
54,39
35,37
67,15
53,19
41,34
15,66
59,5
47,27
19,57
17,52
67,30
51,19
67,25
37,68
33,62
25,48
44,9
55,7
8,65
58,17
7,66
27,31
33,51
23,53
65,48
59,21
50,33
19,63
33,45
61,11
55,39
11,59
38,45
47,65
63,7
55,29
17,59
45,13
47,32
31,52
65,5
61,12
68,45
45,17
68,23
20,59
11,58
27,34
1,58
33,70
53,47
53,36
51,41
47,7
66,43
53,31
9,58
15,62
66,35
69,28
70,1
61,9
19,27
25,69
13,63
44,5
7,62
59,31
37,54
55,16
37,33
2,61
5,31
69,25
29,46
64,9
65,42
59,8
43,52
63,40
49,16
47,23
45,33
37,25
47,17
16,13
61,2
1,57
43,32
35,63
19,41
25,68
20,67
15,9
37,55
63,44
31,59
36,67
2,63
35,35
45,27
49,27
49,14
41,25
38,41
39,32
39,47
0,47
18,49
41,51
19,67
63,9
23,13
33,63
24,45
11,33
17,11
15,11
53,9
63,50
39,43
58,3
62,1
34,67
2,49
51,15
11,27
19,47
65,24
65,53
68,3
47,15
39,21
3,49
15,45
15,56
17,9
1,61
25,42
31,49
37,52
65,18
39,52
57,25
63,6
51,5
1,56
22,57
25,51
49,1
29,37
67,31
29,53
17,61
20,53
69,27
54,15
63,26
55,55
41,69
45,22
70,7
53,35
67,42
20,63
69,37
5,68
31,56
11,52
37,43
53,27
32,49
37,44
27,68
69,44
37,37
43,29
9,31
23,45
19,28
27,65
68,13
61,29
40,27
16,57
25,33
50,37
32,67
67,6
44,37
67,49
65,8
45,39
50,27
13,37
67,11
56,25
13,54
65,2
44,23
47,25
12,65
12,9
40,39
3,59
41,33
23,43
45,32
33,54
61,55
45,10
24,51
37,49
9,27
18,33
45,37
67,48
45,15
53,57
27,40
53,34
21,52
61,16
13,26
15,63
52,43
49,31
18,61
9,61
7,57
69,19
65,51
65,35
30,49
45,23
66,21
53,22
55,28
39,45
28,49
38,65
26,55
35,49
65,47
22,53
52,7
57,27
19,37
45,5
37,10
27,35
53,15
47,30
63,1
3,66
43,40
70,41
58,23
59,23
67,28
27,61
33,44
33,55
49,23
54,11
42,13
18,15
15,23
65,27
45,35
12,63
13,65
41,11
29,70
63,31
51,27
15,39
47,41
67,3
8,61
37,50
29,52
50,9
67,23
0,63
27,58
25,35
45,21
57,16
39,69
10,47
60,37
51,14
53,13
53,7
48,29
34,61
31,60
27,63
60,25
21,47
23,69
10,69
45,41
63,13
69,26
41,12
46,27
65,0
65,33
70,21
51,21
17,44
55,30
60,31
57,3
35,55
19,70
32,65
69,3
61,31
20,37
36,41
8,59
6,69
29,58
16,49
55,15
59,27
65,38
15,13
23,62
65,43
11,49
51,23
21,45
37,36
3,69
26,65
53,53
17,24
17,10
49,43
59,20
37,51
46,15
61,7
7,25
46,19
49,61
27,53
20,43
21,55
25,43
25,11
6,63
15,65
55,31
38,33
15,46
16,27
23,35
1,50
63,33
25,49
54,7
67,10
61,19
19,35
23,47
61,30
50,3
15,57
37,35
55,4
39,33
5,69
23,67
23,48
49,6
31,66
68,19
47,12
13,61
13,69
53,25
15,51
29,34
39,55
10,65
37,69
43,15
17,39
17,29
23,61
9,49
3,61
29,41
36,37
41,9
41,41
13,59
47,37
63,30
39,20
60,19
69,43
25,57
28,61
59,28
19,50
65,26
47,11
1,43
35,21
7,5
44,41
13,27
37,65
29,43
59,15
57,29
41,49
35,69
22,39
24,43
2,55
61,10
43,17
12,25
41,31
55,25
14,31
41,50
25,62
33,65
5,60
69,35
11,11
9,63
69,23
48,5
42,49
23,54
17,64
37,29
33,46
27,67
17,57
19,29
61,6
56,1
43,18
51,24
49,2
61,49
64,31
13,64
63,12
69,34
1,53
17,31
30,35
15,69
33,47
13,49
23,38
59,1
64,29
9,28
17,15
44,13
33,59
57,7
67,37
41,35
43,70
7,3
57,14
22,59
57,1
67,19
25,66
5,59
29,35
45,25
61,3
25,40
53,28
21,40
35,52
7,69
1,52
19,65
67,14
67,7
58,13
69,39
45,66
13,57
11,17
49,26
25,63
42,39
69,13
67,36
46,13
51,7
1,55
31,55
53,3
19,46
16,55
42,47
62,27
41,39
17,7
51,50
49,41
17,43
1,69
21,37
29,69
67,46
9,35
54,21
46,39
67,13
43,25
45,20
21,36
43,4
23,64
61,48
38,29
57,15
65,29
28,45
11,29
69,33
43,27
52,35
69,41
33,53
19,69
3,63
40,41
16,59
11,65
15,1
59,12
57,11
35,42
59,13
49,65
51,33
30,59
48,45
58,35
37,18
67,35
55,43
65,17
53,29
67,9
59,38
17,35
55,1
23,68
9,67
63,39
39,30
7,68
53,24
17,69
54,41
43,41
64,51
48,27
35,39
39,59
65,41
31,42
55,3
31,65
55,33
36,27
53,8
54,47
47,22
26,61
67,40
37,48
51,20
25,45
54,13
35,64
0,43
47,64
11,61
28,67
14,37
17,41
49,51
51,35
5,65
17,67
43,49
59,35
24,9
12,37
63,19
50,21
70,11
46,45
7,35
42,1
1,47
17,51
63,16
13,67
65,11
33,33
41,20
9,59
65,22
69,5
67,29
33,31
17,47
63,22
21,33
50,31
68,17
56,21
69,7
60,23
62,43
33,43
69,17
1,67
33,39
15,61
47,29
11,10
36,31
22,49
63,25
65,12
47,33
65,23
33,17
43,31
1,49
36,59
42,31
28,57
31,37
17,55
44,45
62,25
45,51
55,21
29,51
19,64
55,27
61,41
4,65
55,26
41,37
31,38
46,25
20,57
32,33
51,63
45,19
52,39
7,27
49,9
57,22
24,55
43,37
21,44
54,5
69,31
27,48
61,5
7,67
40,47
7,55
30,67
17,36
27,36
16,45
21,32
37,56
37,3
43,3
17,23
5,56
55,42
59,9
49,37
61,13
53,18
64,12
14,68
45,14
66,22
46,6
20,32
32,14
34,28
8,44
16,0
8,58
20,12
27,42
26,51
58,7
18,68
44,6
50,17
60,64
50,2
15,30
36,58
14,52
32,5
54,4
52,8
17,62
34,11
26,27
10,63
9,32
2,57
60,47
22,29
40,17
24,66
34,64
6,68
36,40
14,27
17,56
26,50
24,20
10,26
54,1
61,40
14,42
47,66
66,11
13,52
49,56
25,18
28,29
35,44
32,1
60,30
21,2
40,4
54,12
46,60
38,6
24,6
56,0
30,52
62,4
4,31
40,12
10,3
44,0
56,38
17,46
8,53
66,49
69,22
12,16
30,47
69,0
48,64
34,16
38,25
47,0
52,65
43,10
66,23
60,32
4,46
32,26
21,56
57,8
54,8
36,66
46,22
50,57
59,42
30,37
21,64
57,10
2,4
48,8
48,18
62,26
44,67
52,64
28,20
16,43
42,40
49,22
16,29
14,4
47,68
36,44
62,32
22,7
66,31
33,8
40,60
20,52
65,34
30,0
64,0
33,50
29,2
55,40
25,70
52,18
25,22
38,42
36,53
70,27
66,13
16,34
58,8
40,56
11,28
38,16
70,45
64,32
56,27
22,30
34,32
42,56
33,6
0,70
17,8
27,44
18,58
43,16
14,38
13,8
52,32
38,57
48,52
53,4
10,2
62,21
38,36
54,68
18,47
10,50
51,2
8,57
50,13
12,21
60,35
62,29
51,36
48,56
9,36
38,59
60,7
45,70
14,65
48,26
38,56
68,11
6,28
54,25
42,10
12,52
0,21
1,48
40,0
32,46
61,46
66,25
9,68
16,33
26,18
49,38
19,0
66,39
40,20
28,30
44,27
54,22
44,2
42,24
38,63
22,37
50,46
12,34
24,40
20,70
12,20
32,22
50,8
62,20
59,54
22,68
60,65
1,64
51,42
63,46
10,28
25,44
13,66
50,12
40,14
31,10
46,18
26,32
35,16
52,42
56,33
36,26
54,64
7,4
44,17
56,35
33,16
66,28
64,17
54,62
50,70
30,38
12,11
28,27
30,23
60,29
60,8
8,66
17,16
56,13
28,52
40,34
28,10
32,62
61,34
66,4
40,26
40,61
4,47
18,10
26,48
48,66
40,10
38,3
68,41
34,47
56,24
69,50
54,57
18,48
44,4
40,30
4,34
45,28
63,54
66,47
35,58
19,62
41,18
60,63
54,28
69,48
22,50
10,46
30,10
21,38
27,10
48,44
40,24
44,69
48,34
58,18
48,12
24,44
25,58
26,14
38,19
38,40
70,22
20,23
14,16
64,26
44,40
14,28
18,23
70,5
8,45
28,17
24,30
30,3
65,52
18,32
18,28
61,42
44,7
29,8
10,66
66,26
0,41
2,42
42,18
38,53
40,1
54,6
62,5
47,38
46,42
34,0
7,14
20,51
48,62
42,9
42,33
38,13
41,42
42,0
19,48
28,55
30,55
52,37
22,36
30,58
50,1
22,46
52,22
18,35
22,51
20,50
59,36
26,31
24,53
68,29
10,15
34,56
32,50
43,24
48,10
8,17
29,30
40,38
48,1
0,24
22,41
26,34
36,19
54,23
60,10
28,4
36,57
64,20
46,58
19,36
8,36
16,2
2,48
10,14
20,7
22,34
38,44
70,20
4,58
20,8
44,64
5,66
53,20
4,0
46,46
45,18
62,24
8,34
46,62
16,4
18,2
43,6
24,12
65,44
60,56
40,33
64,38
64,24
68,5
4,27
66,10
21,34
25,2
10,29
14,18
35,70
45,50
56,20
18,62
20,34
58,42
8,52
24,35
47,24
12,70
68,43
4,49
70,17
59,52
16,8
32,29
56,10
26,20
44,32
17,18
62,54
18,31
52,41
64,18
53,40
68,7
6,10
19,16
64,10
16,47
2,56
18,18
37,6
33,48
15,22
37,28
34,29
70,34
36,29
52,23
64,48
21,70
25,54
26,59
27,56
42,57
4,66
26,39
44,1
10,33
50,16
66,12
18,0
24,8
38,24
18,70
62,42
36,20
70,43
39,36
5,14
0,23
28,60
30,14
52,70
36,43
10,6
60,36
31,0
30,30
52,24
16,19
61,68
60,4
50,64
66,30
20,38
26,8
2,60
14,26
46,36
22,32
19,52
67,52
1,70
51,8
12,24
60,5
42,45
54,32
68,52
12,28
41,14
60,11
30,41
16,5
24,18
33,22
32,13
14,34
52,2
6,12
37,42
15,12
14,17
58,12
70,35
33,52
24,14
59,26
48,68
35,0
69,14
64,49
51,64
10,52
44,18
25,8
14,57
52,0
28,21
68,47
58,14
28,1
10,19
2,50
9,20
0,13
35,6
2,1
26,35
15,64
17,2
30,51
64,14
39,40
12,50
28,41
62,23
34,70
18,29
13,34
24,36
20,10
23,18
9,30
16,53
62,11
51,22
18,43
48,16
46,69
42,42
49,24
56,34
46,64
6,56
3,70
18,34
58,44
24,48
60,60
44,31
56,14
24,63
34,48
46,55
19,56
44,70
33,14
27,52
54,43
54,35
24,22
60,66
26,26
18,14
63,66
16,22
9,18
62,13
44,21
46,61
48,38
2,31
64,5
3,56
22,12
11,50
19,6
42,6
52,51
57,70
61,56
62,12
9,40
23,58
34,24
14,20
32,20
44,3
54,14
32,39
18,36
2,52
44,66
54,51
70,15
47,34
56,2
28,38
28,28
0,6
0,35
16,51
27,0
48,70
22,20
42,50
18,46
8,12
32,16
23,56
3,46
40,28
10,22
54,18
34,33
16,40
28,32
2,13
62,36
42,52
12,14
26,63
57,58
20,68
59,10
69,56
5,16
60,50
15,0
36,4
24,3
51,48
70,53
15,68
40,65
62,3
58,68
16,36
48,60
42,29
52,6
68,40
22,5
69,12
5,44
6,39
70,8
0,7
54,65
64,40
50,48
30,17
6,26
43,48
37,38
20,29
66,18
34,20
66,59
50,66
67,68
0,54
39,66
69,66
15,20
13,0
33,66
60,46
56,31
25,46
67,20
18,51
0,52
26,47
17,40
64,55
20,26
48,48
55,12
70,58
35,62
60,21
4,1
5,0
7,38
6,17
70,32
50,42
38,68
34,52
40,31
26,23
56,44
32,59
18,12
0,59
42,12
25,12
70,9
68,27
12,59
40,54
10,64
62,62
4,17
10,32
70,38
47,50
59,60
0,5
46,32
28,18
36,16
8,48
8,24
70,28
56,58
43,34
3,68
18,3
50,53
63,36
60,67
26,46
66,60
28,47
54,17
52,69
64,39
45,8
33,2
29,4
5,70
33,68
8,16
37,0
44,44
37,60
42,19
64,66
7,70
18,54
58,15
3,16
26,22
57,6
4,59
51,38
20,42
39,0
36,10
33,10
12,66
20,19
24,52
40,55
40,58
39,44
5,26
65,60
50,39
20,11
16,48
19,32
5,58
6,61
56,8
26,67
44,68
10,62
36,49
30,34
62,50
36,12
68,18
28,34
20,46
68,60
23,0
30,68
30,4
37,32
54,49
58,32
10,48
38,43
30,43
42,26
5,52
24,54
35,60
12,27
52,1
41,2
57,44
13,10
30,18
62,40
30,44
66,1
26,0
66,44
47,6
0,30
45,56
22,70
52,60
56,19
47,8
47,14
58,38
42,20
2,37
22,27
22,60
30,56
40,70
2,58
66,62
0,60
58,37
68,8
26,28
30,28
63,38
33,34
6,5
8,0
22,0
60,12
2,53
10,57
1,44
68,16
39,4
42,54
10,58
18,66
22,11
58,60
21,0
1,34
2,43
66,56
66,36
50,45
22,10
21,48
40,21
8,9
13,46
31,4
54,42
30,27
10,44
55,70
0,38
2,70
46,66
30,2
70,16
32,18
62,2
64,52
57,12
38,9
50,30
52,50
28,66
2,11
21,24
44,19
70,48
24,56
54,48
11,22
56,6
11,54
56,55
48,42
16,66
52,27
59,70
54,27
26,38
21,30
53,12
24,68
24,61
50,5
50,36
18,25
20,6
44,65
58,34
14,40
51,54
4,33
10,36
6,48
58,61
12,57
48,50
2,40
62,16
24,10
44,20
1,54
50,28
65,4
68,24
52,40
50,68
9,12
6,42
36,8
52,48
40,66
8,27
3,50
18,4
11,46
61,62
38,64
24,16
51,32
17,26
66,16
68,22
6,30
9,2
48,28
46,41
1,46
58,49
31,50
34,25
30,22
34,68
3,22
34,13
56,66
6,66
36,50
55,0
37,22
36,60
56,16
0,53
54,34
42,68
36,15
70,65
58,16
49,34
6,36
48,14
24,25
34,40
38,35
70,63
44,14
56,22
14,48
63,8
20,1
34,27
41,52
19,68
22,8
16,38
58,50
42,64
47,26
70,4
65,30
36,34
40,22
26,30
69,40
34,30
64,69
2,67
35,8
14,56
41,70
