19|49
19|17
19|38
19|31
19|57
19|35
19|47
19|59
19|69
19|66
19|53
19|73
19|76
19|14
19|99
19|82
19|92
19|87
19|71
19|16
19|34
49|64
49|84
49|55
49|83
49|58
49|11
49|38
49|82
49|27
49|57
49|46
49|36
49|67
49|71
49|59
49|35
49|31
49|43
49|17
49|87
49|89
49|92
49|53
49|39
11|51
11|45
11|32
11|89
11|93
11|99
11|62
11|97
11|19
11|86
11|69
11|91
11|48
11|14
11|61
11|77
11|85
11|98
11|76
11|66
11|34
11|73
11|23
11|47
97|71
97|38
97|49
97|66
97|47
97|17
97|92
97|16
97|58
97|87
97|35
97|57
97|34
97|53
97|36
97|83
97|39
97|59
97|31
97|55
97|73
97|69
97|76
97|82
36|77
36|64
36|43
36|91
36|67
36|46
36|62
36|45
36|93
36|11
36|48
36|98
36|19
36|85
36|89
36|51
36|27
36|99
36|86
36|61
36|84
36|23
36|14
36|32
64|19
64|45
64|69
64|66
64|32
64|76
64|51
64|97
64|86
64|14
64|85
64|91
64|73
64|77
64|93
64|99
64|61
64|48
64|89
64|98
64|23
64|34
64|11
64|62
67|48
67|85
67|32
67|62
67|23
67|76
67|99
67|98
67|86
67|45
67|91
67|64
67|11
67|89
67|14
67|51
67|93
67|66
67|73
67|77
67|34
67|19
67|61
67|97
27|91
27|43
27|11
27|45
27|77
27|86
27|97
27|89
27|51
27|19
27|66
27|85
27|62
27|93
27|98
27|99
27|64
27|23
27|32
27|84
27|67
27|61
27|14
27|48
17|48
17|83
17|55
17|84
17|64
17|46
17|51
17|58
17|27
17|57
17|93
17|86
17|62
17|89
17|67
17|11
17|32
17|45
17|77
17|53
17|38
17|36
17|98
17|43
35|51
35|53
35|89
35|86
35|57
35|67
35|98
35|45
35|46
35|32
35|27
35|55
35|11
35|84
35|83
35|59
35|36
35|48
35|38
35|64
35|43
35|17
35|58
35|93
57|61
57|46
57|89
57|36
57|64
57|85
57|11
57|23
57|55
57|93
57|67
57|84
57|48
57|98
57|27
57|83
57|77
57|32
57|62
57|43
57|86
57|91
57|45
57|51
93|51
93|77
93|73
93|69
93|62
93|97
93|61
93|98
93|19
93|99
93|86
93|32
93|23
93|16
93|85
93|49
93|14
93|66
93|47
93|87
93|91
93|34
93|76
93|48
85|91
85|14
85|49
85|34
85|59
85|23
85|92
85|73
85|16
85|71
85|87
85|97
85|35
85|19
85|82
85|69
85|31
85|17
85|66
85|39
85|61
85|99
85|76
85|47
38|77
38|46
38|58
38|67
38|53
38|32
38|89
38|36
38|93
38|11
38|98
38|48
38|27
38|86
38|85
38|57
38|84
38|45
38|64
38|55
38|43
38|83
38|51
38|62
39|17
39|98
39|45
39|48
39|83
39|67
39|36
39|58
39|38
39|43
39|53
39|59
39|32
39|57
39|46
39|55
39|27
39|64
39|35
39|93
39|84
39|31
39|89
39|11
55|23
55|43
55|19
55|27
55|62
55|61
55|99
55|89
55|91
55|77
55|36
55|84
55|98
55|86
55|11
55|48
55|64
55|85
55|45
55|93
55|46
55|67
55|51
55|32
53|86
53|61
53|55
53|11
53|45
53|85
53|93
53|64
53|89
53|67
53|48
53|57
53|98
53|27
53|46
53|77
53|84
53|23
53|51
53|43
53|36
53|32
53|83
43|73
43|93
43|45
43|14
43|64
43|98
43|89
43|77
43|85
43|11
43|32
43|91
43|62
43|19
43|61
43|67
43|97
43|23
43|51
43|76
43|66
43|86
62|92
62|77
62|87
62|61
62|16
62|23
62|49
62|31
62|35
62|71
62|99
62|39
62|34
62|14
62|82
62|97
62|91
62|47
62|73
62|66
62|69
58|46
58|57
58|53
58|23
58|51
58|45
58|86
58|77
58|32
58|62
58|67
58|89
58|93
58|85
58|48
58|11
58|83
58|36
58|27
58|98
98|85
98|19
98|69
98|76
98|61
98|86
98|92
98|97
98|99
98|71
98|91
98|14
98|77
98|34
98|23
98|16
98|62
98|51
98|87
99|83
99|39
99|34
99|17
99|66
99|16
99|31
99|87
99|69
99|53
99|82
99|71
99|35
99|47
99|59
99|76
99|73
99|38
73|53
73|58
73|46
73|16
73|55
73|27
73|82
73|17
73|47
73|69
73|92
73|31
73|83
73|36
73|34
73|71
73|38
92|58
92|57
92|38
92|67
92|59
92|43
92|36
92|45
92|11
92|35
92|17
92|27
92|55
92|64
92|89
92|71
87|45
87|43
87|89
87|59
87|64
87|39
87|27
87|67
87|71
87|46
87|55
87|84
87|31
87|17
87|92
86|39
86|49
86|92
86|69
86|77
86|66
86|82
86|61
86|34
86|87
86|73
86|14
86|85
86|99
83|27
83|55
83|61
83|23
83|62
83|32
83|51
83|67
83|46
83|11
83|91
83|85
83|19
91|53
91|87
91|82
91|19
91|17
91|66
91|92
91|39
91|99
91|34
91|97
91|58
84|97
84|76
84|85
84|89
84|77
84|91
84|64
84|14
84|51
84|45
84|67
47|83
47|67
47|43
47|16
47|53
47|49
47|38
47|58
47|55
47|17
34|16
34|35
34|57
34|46
34|55
34|71
34|17
34|38
34|59
89|85
89|19
89|62
89|14
89|66
89|45
89|34
89|93
71|58
71|38
71|55
71|84
71|64
71|43
71|83
23|19
23|69
23|17
23|82
23|49
23|61
45|98
45|73
45|19
45|49
45|32
51|66
51|23
51|61
51|16
59|86
59|62
59|46
66|69
66|87
14|58
